"Weather Records, Gothic, CO",,,,,,,,,,,
,,,"Temp.,","Temp.,",New ,Water,Total,Total,On ,,
198990,F,28,-11.0,1.0,0,0.00,500,,90,,
198990,G,01,-13.0,1.0,1,0.02,501,,89,,
198990,G,02,-14.5,0.0,0,0.00,501,,89,,
198990,G,03,-6.5,-1.0,14,0.31,515,,94,,
198990,G,04,-6.5,2.0,16,0.48,531,,102,,
198990,G,05,-8.5,0.5,0,0.00,531,,99,,
198990,G,06,-6.5,-3.0,15,0.38,546,,102,,
198990,G,07,-14.5,-3.5,5,0.08,551,,103,,
198990,G,08,-10.0,3.0,1,0.03,552,,97,,
198990,G,09,-12.0,4.0,0,0.00,552,,95,,
198990,G,10,-5.0,3.5,0,0.00,552,,92,,
198990,G,11,-4.5,1.5,15,0.32,567,,97,,
198990,G,12,-10.0,-6.5,15,0.33,582,,102,,
198990,G,13,-10.0,-6.5,9,0.23,591,,103,,
198990,G,14,-16.0,-8.5,3,0.07,594,,101,,
198990,G,15,-13.0,-5.0,5,0.11,599,,99,,
198990,G,16,-14.0,-3.5,2,0.04,601,,98,,
198990,G,17,-16.5,0.5,0,0.00,601,,97,,
198990,G,18,-6.5,1.5,5,0.10,606,,94,,
198990,G,19,-15.5,3.5,1,0.02,607,,93,,
198990,G,20,-9.0,5.5,0,0.00,607,,91,,
198990,G,21,-2.5,5.0,1,0.03,608,,89,,
198990,G,22,-8.0,5.5,0,0.00,608,,87,,
198990,G,23,-4.0,4.0,6,0.15,614,,87,,
198990,G,24,-3.5,4.0,0,0.00,614,,86,,
198990,G,25,-5.0,6.0,0,0.00,614,,85,,
198990,G,26,-6.5,7.0,0,0.00,614,,81,,
198990,G,27,-4.0,3.5,2,0.04,616,,80,,
198990,G,28,-3.5,2.0,11,0.29,627,,82,,
198990,G,29,-5.5,-0.5,8,0.14,635,,82,,
198990,G,30,-6.0,0.5,4,0.11,639,,83,,
198990,G,31,-9.0,3.5,2,0.04,641,,79,,
198990,H,01,-10.5,4.0,1,0.02,642,,78,,
198990,H,02,-8.5,6.0,0,0.00,642,,76,,
198990,H,03,-6.0,6.0,1,0.04,643,,74,,
198990,H,04,-8.0,4.5,2,0.05,645,,72,,
198990,H,05,-4.0,3.0,11,0.24,656,,73,,
198990,H,06,-10.5,5.0,4,0.08,660,,70,,
198990,H,07,-9.5,5.5,1,0.02,661,,68,,
198990,H,08,-2.0,3.5,17,0.41,678,,70,,
198990,H,09,-4.0,0.5,42,0.94,720,,89,,
198990,H,10,-9.5,4.0,1,0.03,721,,78,,
198990,H,11,-8.5,6.0,0,0.00,721,,74,,
198990,H,12,-5.5,4.5,3,0.07,724,,72,,
198990,H,13,-3.5,3.5,9,0.23,733,,74,,
198990,H,14,-5.5,8.0,1,0.04,734,,71,,
198990,H,15,-3.5,9.0,0,0.00,734,,66,,
198990,H,16,-4.0,10.5,0,0.00,734,,62,,
198990,H,17,-2.0,4.0,3,0.07,737,,61,,
198990,H,18,-4.5,4.0,7,0.20,744,,59,,
198990,H,19,-3.0,5.0,14,0.43,758,,61,,
198990,H,20,-4.5,6.0,7,0.25,765,,59,,
198990,H,21,-3.5,6.5,0,0.00,765,,56,,
198990,H,22,-1.5,7.0,1,0.04,766,,54,,
198990,H,23,-1.0,4.5,2,0.06,768,,51,,
198990,H,24,-2.5,3.5,18,0.55,786,,56,,
198990,H,25,-6.5,4.5,0,0.00,786,,52,,
198990,H,26,-2.5,0.5,20,0.56,806,,59,,
198990,H,27,-8.5,0.5,2,0.05,808,,56,,
198990,H,28,-3.5,4.5,20,0.45,828,,66,,
198990,H,29,-6.5,-4.0,27,0.77,855,,77,,
198990,H,30,-8.0,-2.0,17,0.44,872,,78,,
198990,I,01,-8.0,-1.5,28,0.54,900,,89,,
198990,I,02,-6.5,5.5,1,0.02,901,,81,,
198990,I,03,-6.5,5.5,0,0.00,901,,61,,
198990,I,04,-8.0,5.5,0,0.00,901,,56,,
198990,I,05,-8.0,6.5,1,0.01,902,,51,,
198990,I,06,-8.0,11.0,0,0.00,902,,46,,
198990,I,07,-4.5,9.0,1,0.04,903,,41,,
198990,I,08,-1.0,8.0,0,0.00,903,,38,,
198990,I,09,-8.5,5.0,0,0.00,903,,35,,
198990,I,10,-8.5,10.0,0,0.00,903,,29,,
198990,I,11,-0.5,3.5,6,0.17,909,,28,,
198990,I,12,-3.5,4.5,6,0.18,915,,27,,
198990,I,13,-2.5,8.5,1,0.05,916,,20,,
198990,I,14,-3.5,10.0,0,0.00,916,,14,,
198990,I,15,-2.0,5.5,16,0.39,932,,11,,
198990,I,16,-6.5,3.5,19,0.48,951,,7,,
198990,I,17,-7.0,9.5,0,0.00,951,,2,,
198990,I,18,-3.0,10.0,0,0.00,951,,0,,
198990,I,19,-4.5,10.0,0,0.00,951,,0,,
198990,I,20,-2.0,10.0,0,0.00,951,,0,,
198990,I,21,-4.0,14.5,0,0.00,951,,0,,
198990,I,22,-1.5,15.0,0,0.00,951,,0,,
198990,I,23,-1.0,15.5,0,0.00,951,,0,,
198990,I,24,3.5,13.0,0,0.00,951,,0,,
198990,I,25,-3.0,13.5,0,0.00,951,,0,,
198990,I,26,-3.0,13.0,0,0.00,951,,0,,
198990,I,27,-2.5,14.5,0,0.00,951,,0,,
198990,I,28,-1.0,12.5,0,0.00,951,,0,,
198990,I,29,1.5,6.0,2,0.06,953,,0,,
198990,I,30,-1.0,11.0,0,0.00,953,,0,,
198990,I,31,-2.0,12.5,0,0.00,953,,0,,
198990,J,01,0.0,0.0,11,0.34,964,,5,,
199091,A,28,0.0,0.0,11,0.47,11,,0,,
199091,B,03,0.0,0.0,3,0.11,14,,0,,
199091,B,07,0.0,0.0,25,0.00,39,,0,,
199091,B,17,0.0,0.0,2,0.00,41,,0,,
199091,B,19,0.0,0.0,3,0.00,44,,0,,
199091,B,20,0.0,0.0,20,0.00,64,,0,,
199091,C,01,-4.0,3.5,1,0.03,65,,0,,
199091,C,02,-4.5,-1.0,29,0.72,94,,24,,
199091,C,03,-7.0,-1.0,18,0.44,112,,28,,
199091,C,04,-13.5,-2.0,1,0.02,113,,26,,
199091,C,05,-5.5,-5.0,32,0.53,145,,48,,
199091,C,06,-9.0,-5.0,19,0.47,164,,51,,
199091,C,07,-11.5,-2.0,9,0.20,173,,47,,
199091,C,08,-16.0,-4.0,0,0.00,173,,45,,
199091,C,09,-14.5,0.0,0,0.00,173,,40,,
199091,C,10,-14.0,3.0,0,0.00,173,,36,,
199091,C,11,-15.0,4.5,0,0.00,173,,33,,
199091,C,12,-13.5,5.5,0,0.00,173,,32,,
199091,C,13,-14.0,6.0,0,0.00,173,,31,,
199091,C,14,-13.5,6.5,0,0.00,173,,30,,
199091,C,15,-11.5,5.0,0,0.00,173,,30,,
199091,C,16,-9.5,5.0,0,0.00,173,,29,,
199091,C,17,-8.5,6.0,0,0.00,173,,28,,
199091,C,18,-5.5,4.5,0,0.00,173,,27,,
199091,C,19,-3.0,5.0,0,0.00,173,,26,,
199091,C,20,-3.5,0.0,5,0.21,178,,28,,
199091,C,21,-13.0,-4.0,10,0.32,188,,31,,
199091,C,22,-19.0,-2.0,2,0.03,190,,32,,
199091,C,23,-17.0,2.0,0,0.00,190,,31,,
199091,C,24,-14.5,4.5,0,0.00,190,,30,,
199091,C,25,-14.0,5.5,0,0.00,190,,30,,
199091,C,26,-8.0,0.0,0,0.00,190,,30,,
199091,C,27,-12.0,-8.5,9,0.29,199,,36,,
199091,C,28,-15.5,-9.5,1,0.03,200,,36,,
199091,C,29,-23.5,-4.0,0,0.00,200,,36,,
199091,C,30,-19.0,0.0,0,0.00,200,,35,,
199091,D,01,-18.0,-1.0,0,0.00,200,,35,,
199091,D,02,-14.5,-12.0,5,0.14,205,,38,,
199091,D,03,-23.0,-9.0,0,0.00,205,,36,,
199091,D,04,-21.5,0.5,0,0.00,205,,35,,
199091,D,05,-16.5,0.0,0,0.00,205,,35,,
199091,D,06,-15.5,-5.5,0,0.00,205,,35,,
199091,D,07,-20.0,-1.0,0,0.00,205,,34,,
199091,D,08,-19.0,2.0,0,0.00,205,,34,,
199091,D,09,-16.5,2.0,0,0.00,205,,34,,
199091,D,10,-15.5,2.0,0,0.00,205,,34,,
199091,D,11,-15.5,2.0,0,0.00,205,,34,,
199091,D,12,-14.5,-3.5,5,0.14,210,,37,,
199091,D,13,-5.5,-3.0,26,0.64,236,,61,,
199091,D,14,-23.0,-10.5,11,0.36,247,,59,,
199091,D,15,-28.0,-8.5,0,0.00,247,,57,,
199091,D,16,-12.0,-5.0,18,0.32,265,,67,,
199091,D,17,-16.0,-6.5,3,0.05,268,,63,,
199091,D,18,-14.5,-9.0,8,0.17,276,,63,,
199091,D,19,-19.5,-5.5,2,0.05,278,,62,,
199091,D,20,-17.5,-13.0,15,0.44,293,,73,,
199091,D,21,-20.5,-16.5,3,0.07,296,,70,,
199091,D,22,-33.0,-19.0,0,0.00,296,,69,,
199091,D,23,-34.0,-20.5,0,0.00,296,,67,,
199091,D,24,-33.5,-16.0,0,0.00,296,,66,,
199091,D,25,-20.0,-13.0,2,0.08,298,,66,,
199091,D,26,-26.5,-13.0,1,0.03,299,,65,,
199091,D,27,-26.5,-10.0,0,0.00,299,,63,,
199091,D,28,-22.0,-4.0,0,0.00,299,,63,,
199091,D,29,-15.0,-4.5,13,0.33,312,,72,,
199091,D,30,-28.0,-11.5,0,0.00,312,,69,,
199091,D,31,-24.5,-5.0,0,0.00,312,,68,,
199091,E,01,-24.0,-5.0,0,0.00,312,,68,,
199091,E,02,-22.0,-3.0,0,0.00,312,,67,,
199091,E,03,-21.5,-4.5,0,0.00,312,,66,,
199091,E,04,-10.0,-5.0,32,0.83,344,,94,,
199091,E,05,-8.5,-4.5,20,0.42,364,,102,,
199091,E,06,-23.5,-8.0,1,0.02,365,,99,,
199091,E,07,-24.0,-8.5,0,0.00,365,,96,,
199091,E,08,-19.5,-6.5,16,0.27,381,,103,,
199091,E,09,-22.0,-6.0,0,0.00,381,,98,,
199091,E,10,-20.5,-6.5,0,0.00,381,,94,,
199091,E,11,-21.0,-8.0,0,0.00,381,,92,,
199091,E,12,-22.0,-4.5,0,0.00,381,,90,,
199091,E,13,-9.0,-3.0,1,0.02,382,,89,,
199091,E,14,-10.0,-4.5,6,0.15,388,,90,,
199091,E,15,-16.5,-9.5,7,0.17,395,,93,,
199091,E,16,-20.0,-6.5,0,0.00,395,,91,,
199091,E,17,-24.5,-7.0,0,0.00,395,,90,,
199091,E,18,-24.5,-9.0,0,0.00,395,,88,,
199091,E,19,-21.5,-5.5,1,0.03,396,,88,,
199091,E,20,-25.0,-9.0,5,0.12,401,,90,,
199091,E,21,-24.0,-8.5,0,0.00,401,,87,,
199091,E,22,-25.5,-9.5,0,0.00,401,,86,,
199091,E,23,-18.0,-11.0,3,0.08,404,,88,,
199091,E,24,-26.5,-10.0,1,0.03,405,,88,,
199091,E,25,-16.5,-8.0,3,0.08,408,,88,,
199091,E,26,-21.0,-5.5,0,0.00,408,,87,,
199091,E,27,-13.5,-6.5,1,0.02,409,,86,,
199091,E,28,-23.5,-6.0,0,0.00,409,,85,,
199091,E,29,-15.5,-9.0,10,0.22,419,,93,,
199091,E,30,-28.5,-9.0,0,0.00,419,,89,,
199091,E,31,-24.0,-4.5,0,0.00,419,,89,,
199091,F,01,-23.5,-2.0,0,0.00,419,,88,,
199091,F,02,-23.5,-2.0,0,0.00,419,,88,,
199091,F,03,-19.5,-2.0,0,0.00,419,,87,,
199091,F,04,-19.0,-2.0,0,0.00,419,,87,,
199091,F,05,-21.5,-2.5,0,0.00,419,,87,,
199091,F,06,-19.5,1.5,0,0.00,419,,87,,
199091,F,07,-18.0,1.0,0,0.00,419,,87,,
199091,F,08,-10.0,1.5,0,0.00,419,,86,,
199091,F,09,-17.0,-1.0,0,0.00,419,,86,,
199091,F,10,-19.0,-3.0,0,0.00,419,,86,,
199091,F,11,-19.0,-1.0,0,0.00,419,,86,,
199091,F,12,-18.0,-0.5,0,0.00,419,,86,,
199091,F,13,-7.0,-5.0,15,0.27,434,,94,,
199091,F,14,-9.5,-1.5,2,0.05,436,,94,,
199091,F,15,-14.0,2.0,0,0.00,436,,90,,
199091,F,16,-10.0,-2.0,18,0.29,454,,104,,
199091,F,17,-5.5,-4.5,58,1.36,512,,142,,
199091,F,18,-19.0,-6.5,14,0.32,526,,140,,
199091,F,19,-24.5,-8.0,1,0.03,527,,135,,
199091,F,20,-17.0,-2.0,0,0.00,527,,131,,
199091,F,21,-19.0,-0.5,0,0.00,527,,125,,
199091,F,22,-18.5,1.0,0,0.00,527,,120,,
199091,F,23,-9.0,2.0,0,0.00,527,,117,,
199091,F,24,-14.5,-0.5,1,0.03,528,,116,,
199091,F,25,-24.5,-5.0,0,0.00,528,,115,,
199091,F,26,-24.5,-4.0,0,0.00,528,,112,,
199091,F,27,-21.0,-1.5,0,0.00,528,,111,,
199091,F,28,-19.5,-4.0,9,0.24,537,,118,,
199091,G,01,-9.0,-5.0,29,0.72,566,,140,,
199091,G,02,-7.0,-4.5,45,1.01,611,,165,,
199091,G,03,-9.0,-0.5,4,0.12,615,,151,,
199091,G,04,-9.5,0.5,6,0.10,621,,150,,
199091,G,05,-3.5,-2.5,36,1.71,657,,164,,
199091,G,06,-12.0,-8.0,30,0.92,687,,170,,
199091,G,07,-16.0,-9.5,3,0.13,690,,163,,
199091,G,08,-23.0,-6.5,0,0.00,690,,158,,
199091,G,09,-26.5,-2.0,0,0.00,690,,155,,
199091,G,10,-12.0,-4.5,17,0.38,707,,170,,
199091,G,11,-9.0,-2.0,52,1.86,759,,188,,
199091,G,12,-13.0,-5.0,8,0.28,767,,180,,
199091,G,13,-20.5,-4.5,3,0.06,770,,178,,
199091,G,14,-11.0,-5.0,2,0.06,772,,173,,
199091,G,15,-16.5,-5.5,6,0.09,778,,172,,
199091,G,16,-14.5,-4.5,3,0.04,781,,169,,
199091,G,17,-20.5,-2.5,0,0.00,781,,165,,
199091,G,18,-15.5,0.5,0,0.00,781,,162,,
199091,G,19,-15.0,1.0,0,0.00,781,,158,,
199091,G,20,-9.5,-5.0,29,0.82,810,,170,,
199091,G,21,-18.5,-8.0,5,0.17,815,,168,,
199091,G,22,-11.0,-4.5,7,0.17,822,,169,,
199091,G,23,-13.5,-1.0,8,0.27,830,,167,,
199091,G,24,-10.0,2.0,0,0.00,830,,162,,
199091,G,25,-8.0,0.5,0,0.00,830,,160,,
199091,G,26,-8.0,-2.0,4,0.10,834,,161,,
199091,G,27,-10.0,-5.0,27,0.77,861,,173,,
199091,G,28,-23.5,-4.5,1,0.02,862,,168,,
199091,G,29,-12.0,-6.5,16,0.38,878,,180,,
199091,G,30,-21.0,-3.0,1,0.02,879,,173,,
199091,G,31,-19.5,1.5,0,0.00,879,,165,,
199091,H,01,-15.0,3.5,0,0.00,879,,160,,
199091,H,02,-5.5,1.5,13,0.39,892,,158,,
199091,H,03,-9.5,0.5,3,0.05,895,,157,,
199091,H,04,-13.5,4.0,0,0.00,895,,154,,
199091,H,05,-10.0,6.5,0,0.00,895,,150,,
199091,H,06,-7.0,7.0,0,0.00,895,,145,,
199091,H,07,-4.5,6.0,0,0.00,895,,142,,
199091,H,08,-13.5,-3.0,20,0.52,915,,150,,
199091,H,09,-18.5,-1.0,1,0.01,916,,142,,
199091,H,10,-6.5,-1.0,2,0.04,918,,143,,
199091,H,11,-11.0,-8.0,9,0.25,927,,147,,
199091,H,12,-12.0,-6.5,9,0.21,936,,150,,
199091,H,13,-18.0,-5.5,3,0.07,939,,148,,
199091,H,14,-15.5,-3.5,3,0.08,942,,146,,
199091,H,15,-12.0,2.5,0,0.00,942,,143,,
199091,H,16,-6.5,5.0,0,0.00,942,,139,,
199091,H,17,-9.0,4.5,0,0.00,942,,136,,
199091,H,18,-8.5,1.5,0,0.00,942,,134,,
199091,H,19,-13.0,2.0,0,0.00,942,,131,,
199091,H,20,-7.0,4.5,0,0.00,942,,129,,
199091,H,21,-3.5,1.0,8,0.16,950,,127,,
199091,H,22,-8.5,2.0,0,0.00,950,,124,,
199091,H,23,-10.0,0.5,7,0.21,957,,125,,
199091,H,24,-4.5,3.5,3,0.08,960,,122,,
199091,H,25,-6.0,4.0,1,0.03,961,,119,,
199091,H,26,-10.0,-8.0,28,0.80,989,,140,,
199091,H,27,-11.5,-5.5,16,0.46,1005,,142,,
199091,H,28,-12.0,-4.5,7,0.17,1012,,135,,
199091,H,29,-9.5,-1.0,6,0.18,1018,,136,,
199091,H,30,-4.5,-2.0,10,0.25,1028,,127,,
199091,I,01,-13.5,5.5,0,0.00,1028,,122,,
199091,I,02,-5.5,4.5,0,0.00,1028,,119,,
199091,I,03,-10.0,2.0,0,0.00,1028,,117,,
199091,I,04,-6.5,0.0,4,0.11,1032,,116,,
199091,I,05,-9.0,0.5,2,0.04,1034,,112,,
199091,I,06,-5.5,6.5,0,0.00,1034,,108,,
199091,I,07,-4.0,5.0,0,0.00,1034,,104,,
199091,I,08,-6.5,10.0,0,0.00,1034,,97,,
199091,I,09,-4.0,4.0,0,0.00,1034,,92,,
199091,I,10,-3.0,10.0,0,0.00,1034,,83,,
199091,I,11,-2.0,8.0,0,0.00,1034,,77,,
199091,I,12,-4.5,4.0,0,0.00,1034,,74,,
199091,I,13,-10.0,11.0,0,0.00,1034,,66,,
199091,I,14,-6.5,9.5,0,0.00,1034,,59,,
199091,I,15,-3.0,2.0,12,0.28,1046,,61,,
199091,I,16,-5.0,3.0,12,0.27,1058,,63,,
199091,I,17,-5.5,10.0,0,0.00,1058,,53,,
199091,I,18,-2.5,13.5,0,0.00,1058,,39,,
199091,I,19,-1.0,13.5,0,0.00,1058,,29,,
199091,I,20,0.0,10.0,0,0.00,1058,,16,,
199091,I,21,0.0,10.0,0,0.00,1058,,5,,
199091,I,22,-3.5,11.5,0,0.00,1058,,0,,
199091,I,23,-2.5,9.5,1,0.03,1059,,0,,
199091,I,24,-3.0,9.0,0,0.00,1059,,0,,
199091,I,25,-4.0,13.0,0,0.00,1059,,0,,
199091,I,26,-1.5,12.0,0,0.00,1059,,0,,
199091,I,27,-1.0,3.5,0,0.00,1059,,0,,
199091,I,28,-3.0,12.0,0,0.00,1059,,0,,
199091,I,29,-5.5,12.0,0,0.00,1059,,0,,
199091,I,30,-3.0,11.0,0,0.00,1059,,0,,
199091,I,31,-1.0,11.0,0,0.00,1059,,0,,
199091,J,01,-2.0,9.0,3,0.11,1062,,0,,
199091,J,02,-2.0,5.5,4,0.15,1066,,0,,
199091,J,03,-1.0,5.5,10,0.34,1076,,0,,
199192,A,15,0.0,0.0,5,0.14,5,,0,,
199192,B,23,1.0,5.5,2,0.06,7,,0,,
199192,B,24,-2.0,4.0,23,0.69,30,,11,,
199192,B,25,-3.0,1.0,35,0.92,65,,46,,
199192,B,26,-3.0,5.0,3,0.09,68,,30,,
199192,B,27,-5.0,5.0,0,0.00,68,,24,,
199192,B,28,-10.0,-0.5,17,0.43,85,,37,,
199192,B,29,-12.5,-7.5,4,0.10,89,,38,,
199192,B,30,-8.0,-3.5,21,0.48,110,,50,,
199192,B,31,-15.0,-1.5,0,0.00,110,,43,,
199192,C,01,-15.0,-5.0,4,0.09,114,,43,,
199192,C,02,-15.0,-10.5,18,0.44,132,,48,,
199192,C,03,-26.0,-9.0,0,0.00,132,,44,,
199192,C,04,-19.0,-1.5,0,0.00,132,,41,,
199192,C,05,-7.0,5.5,1,0.03,133,,40,,
199192,C,06,-5.5,3.0,5,0.17,138,,38,,
199192,C,07,-5.0,5.0,10,0.38,148,,41,,
199192,C,08,-12.5,7.0,0,0.00,148,,39,,
199192,C,09,-4.0,8.5,0,0.00,148,,36,,
199192,C,10,0.0,3.0,2,0.07,150,,35,,
199192,C,11,-3.0,8.5,1,0.02,151,,34,,
199192,C,12,-11.5,6.5,0,0.00,151,,34,,
199192,C,13,-13.0,7.0,0,0.00,151,,34,,
199192,C,14,-10.0,0.5,4,0.06,155,,36,,
199192,C,15,-3.0,-0.5,20,0.75,175,,51,,
199192,C,16,-5.5,2.0,4,0.13,179,,54,,
199192,C,17,-5.5,1.0,0,0.00,179,,53,,
199192,C,18,-5.0,-2.0,60,1.33,239,,101,,
199192,C,19,-9.0,-3.0,1,0.05,240,,91,,
199192,C,20,-20.0,-3.5,0,0.00,240,,86,,
199192,C,21,-8.0,-1.0,3,0.09,243,,79,,
199192,C,22,-15.5,-6.0,6,0.17,249,,77,,
199192,C,23,-21.0,-9.0,0,0.00,249,,74,,
199192,C,24,-18.0,-3.0,0,0.00,249,,73,,
199192,C,25,-9.0,-0.5,3,0.07,252,,72,,
199192,C,26,-9.0,-2.0,9,0.18,261,,80,,
199192,C,27,-9.5,3.5,1,0.03,262,,76,,
199192,C,28,-3.5,1.0,0,0.00,262,,71,,
199192,C,29,-11.0,-4.5,3,0.05,265,,71,,
199192,C,30,-13.0,-8.0,7,0.29,272,,76,,
199192,D,01,-14.0,-7.5,1,0.02,273,,74,,
199192,D,02,-20.0,-9.5,1,0.04,274,,74,,
199192,D,03,-15.5,-5.0,1,0.02,275,,73,,
199192,D,04,-17.0,-1.0,0,0.00,275,,72,,
199192,D,05,-16.5,1.0,0,0.00,275,,71,,
199192,D,06,-16.0,1.5,0,0.00,275,,71,,
199192,D,07,-16.0,1.0,0,0.00,275,,70,,
199192,D,08,-11.0,-1.0,0,0.00,275,,70,,
199192,D,09,-16.5,-2.0,0,0.00,275,,70,,
199192,D,10,-17.0,-1.5,0,0.00,275,,69,,
199192,D,11,-6.5,-1.5,18,0.48,293,,84,,
199192,D,12,-13.0,-2.0,1,0.04,294,,83,,
199192,D,13,-15.5,-8.5,2,0.08,296,,81,,
199192,D,14,-22.0,-5.0,0,0.00,296,,80,,
199192,D,15,-20.5,-2.0,0,0.00,296,,79,,
199192,D,16,-19.5,0.5,0,0.00,296,,78,,
199192,D,17,-16.5,1.0,0,0.00,296,,77,,
199192,D,18,-15.5,-1.5,0,0.00,296,,76,,
199192,D,19,-8.0,-1.5,19,0.36,315,,94,,
199192,D,20,-16.0,0.0,0,0.00,315,,92,,
199192,D,21,-17.0,-0.5,0,0.00,315,,90,,
199192,D,22,-13.5,-3.0,0,0.00,315,,88,,
199192,D,23,-19.5,-2.0,0,0.00,315,,86,,
199192,D,24,-19.5,0.0,0,0.00,315,,86,,
199192,D,25,-19.0,-2.0,0,0.00,315,,86,,
199192,D,26,-19.5,-0.5,0,0.00,315,,85,,
199192,D,27,-20.5,-2.0,0,0.00,315,,84,,
199192,D,28,-21.0,-2.0,0,0.00,315,,83,,
199192,D,29,-13.0,-4.5,2,0.05,317,,84,,
199192,D,30,-21.0,-7.0,0,0.00,317,,83,,
199192,D,31,-16.0,-5.0,0,0.00,317,,83,,
199192,E,01,-18.0,-7.0,0,0.00,317,,83,,
199192,E,02,-24.0,-6.0,0,0.00,317,,83,,
199192,E,03,-24.0,-4.0,0,0.00,317,,83,,
199192,E,04,-9.0,-4.5,15,0.31,332,,97,,
199192,E,05,-18.0,-3.0,0,0.00,332,,94,,
199192,E,06,-16.5,0.0,0,0.00,332,,91,,
199192,E,07,-10.0,-8.0,16,0.49,348,,102,,
199192,E,08,-15.5,-5.5,1,0.04,349,,99,,
199192,E,09,-17.0,-4.0,0,0.00,349,,97,,
199192,E,10,-19.0,-1.0,0,0.00,349,,95,,
199192,E,11,-18.0,-1.0,0,0.00,349,,93,,
199192,E,12,-16.5,-4.5,0,0.00,349,,92,,
199192,E,13,-18.0,-6.5,0,0.00,349,,92,,
199192,E,14,-14.0,-5.5,0,0.00,349,,92,,
199192,E,15,-17.0,0.0,3,0.07,352,,94,,
199192,E,16,-21.5,-5.0,0,0.00,352,,93,,
199192,E,17,-18.5,-2.0,0,0.00,352,,93,,
199192,E,18,-22.0,-5.0,0,0.00,352,,93,,
199192,E,19,-22.0,-2.0,0,0.00,352,,92,,
199192,E,20,-20.0,1.5,0,0.00,352,,92,,
199192,E,21,-20.0,-0.5,0,0.00,352,,92,,
199192,E,22,-14.5,-5.0,0,0.00,352,,91,,
199192,E,23,-12.0,-4.0,0,0.00,352,,91,,
199192,E,24,-13.0,2.0,0,0.00,352,,91,,
199192,E,25,-15.5,1.0,0,0.00,352,,91,,
199192,E,26,-15.5,3.0,0,0.00,352,,91,,
199192,E,27,-16.0,1.0,0,0.00,352,,90,,
199192,E,28,-18.0,3.0,0,0.00,352,,90,,
199192,E,29,-18.0,1.0,0,0.00,352,,90,,
199192,E,30,-15.5,4.0,0,0.00,352,,90,,
199192,E,31,-16.5,0.0,0,0.00,352,,90,,
199192,F,01,-14.5,6.0,0,0.00,352,,90,,
199192,F,02,-14.5,3.0,0,0.00,352,,90,,
199192,F,03,-10.5,-1.0,1,0.02,353,,90,,
199192,F,04,-16.5,0.0,0,0.00,353,,89,,
199192,F,05,-16.5,-3.0,0,0.00,353,,89,,
199192,F,06,-20.0,-1.0,0,0.00,353,,89,,
199192,F,07,-16.5,1.0,0,0.00,353,,89,,
199192,F,08,-10.0,-0.5,2,0.05,355,,91,,
199192,F,09,-7.0,1.0,3,0.04,358,,92,,
199192,F,10,-8.5,-1.0,7,0.12,365,,97,,
199192,F,11,-7.0,-2.0,10,0.17,375,,101,,
199192,F,12,-6.5,0.0,20,0.44,395,,114,,
199192,F,13,-11.0,-3.0,6,0.10,401,,116,,
199192,F,14,-6.0,-1.0,27,0.77,428,,127,,
199192,F,15,-10.0,-2.0,7,0.27,435,,124,,
199192,F,16,-14.5,-4.0,4,0.09,439,,122,,
199192,F,17,-11.5,-8.0,12,0.36,451,,128,,
199192,F,18,-18.0,-5.0,3,0.06,454,,125,,
199192,F,19,-23.5,-4.5,0,0.00,454,,122,,
199192,F,20,-15.0,-2.0,1,0.02,455,,121,,
199192,F,21,-6.0,4.0,4,0.10,459,,119,,
199192,F,22,-15.0,1.5,0,0.00,459,,118,,
199192,F,23,-10.0,0.0,7,0.16,466,,122,,
199192,F,24,-20.0,-0.5,0,0.00,466,,120,,
199192,F,25,-9.0,0.5,0,0.00,466,,119,,
199192,F,26,-17.0,3.0,0,0.00,466,,117,,
199192,F,27,-13.0,4.0,0,0.00,466,,116,,
199192,F,28,-15.0,5.5,0,0.00,466,,115,,
199192,F,29,-14.5,6.0,0,0.00,466,,114,,
199192,G,01,-13.0,4.5,0,0.00,466,,114,,
199192,G,02,-11.0,5.0,0,0.00,466,,112,,
199192,G,03,-9.0,3.5,5,0.11,471,,115,,
199192,G,04,-4.0,-1.0,5,0.19,476,,116,,
199192,G,05,-8.0,1.0,5,0.16,481,,117,,
199192,G,06,-6.0,3.0,9,0.20,490,,122,,
199192,G,07,-13.0,3.0,0,0.00,490,,116,,
199192,G,08,-8.5,1.0,7,0.19,497,,121,,
199192,G,09,-11.0,1.0,5,0.13,502,,120,,
199192,G,10,-18.0,0.5,0,0.00,502,,119,,
199192,G,11,-14.5,3.0,0,0.00,502,,119,,
199192,G,12,-13.0,4.5,0,0.00,502,,118,,
199192,G,13,-13.5,6.5,0,0.00,502,,116,,
199192,G,14,-11.0,6.5,0,0.00,502,,115,,
199192,G,15,-11.0,5.5,0,0.00,502,,114,,
199192,G,16,-8.5,7.0,0,0.00,502,,112,,
199192,G,17,-8.0,4.5,0,0.00,502,,111,,
199192,G,18,-7.5,2.5,13,0.31,515,,116,,
199192,G,19,-8.5,0.5,13,0.25,528,,122,,
199192,G,20,-16.5,1.5,1,0.02,529,,118,,
199192,G,21,-10.5,1.5,3,0.07,532,,119,,
199192,G,22,-7.0,4.5,13,0.40,545,,121,,
199192,G,23,-7.0,0.0,12,0.36,557,,126,,
199192,G,24,-7.0,3.0,3,0.06,560,,126,,
199192,G,25,-13.0,3.5,0,0.00,560,,122,,
199192,G,26,-10.5,5.5,0,0.00,560,,120,,
