Plant,Year,Month,Day,Date
Ceratostigma willmottiana ,1999,8,7,8/7/99
Ceratostigma willmottiana ,1999,8,21,8/21/99
Ceratostigma willmottiana ,1999,9,4,9/4/99
Ceratostigma willmottiana ,1999,9,25,9/25/99
Ceratostigma willmottiana ,1999,10,2,10/2/99
Ceratostigma willmottiana ,1999,10,16,10/16/99
Ceratostigma willmottiana ,1999,10,30,10/30/99
Ceratostigma willmottiana ,1999,11,13,11/13/99
Ceratostigma willmottiana ,1999,11,27,11/27/99
Ceratostigma willmottiana ,2000,7,1,7/1/00
Ceratostigma willmottiana ,2000,7,8,7/8/00
Ceratostigma willmottiana ,2000,7,22,7/22/00
Ceratostigma willmottiana ,2000,8,5,8/5/00
Ceratostigma willmottiana ,2000,8,19,8/19/00
Ceratostigma willmottiana ,2000,9,2,9/2/00
Ceratostigma willmottiana ,2000,9,16,9/16/00
Ceratostigma willmottiana ,2000,10,7,10/7/00
Ceratostigma willmottiana ,2000,10,14,10/14/00
Ceratostigma willmottiana ,2000,10,28,10/28/00
Ceratostigma willmottiana ,2000,11,11,11/11/00
Ceratostigma willmottiana ,2000,11,25,11/25/00
Ceratostigma willmottiana ,2000,12,2,12/2/00
Ceratostigma willmottiana ,2001,7,7,7/7/01
Ceratostigma willmottiana ,2001,7,21,7/21/01
Ceratostigma willmottiana ,2001,8,4,8/4/01
Ceratostigma willmottiana ,2001,8,18,8/18/01
Ceratostigma willmottiana ,2001,9,1,9/1/01
Ceratostigma willmottiana ,2001,9,22,9/22/01
Ceratostigma willmottiana ,2001,9,29,9/29/01
Ceratostigma willmottiana ,2001,10,13,10/13/01
Ceratostigma willmottiana ,2001,10,27,10/27/01
Ceratostigma willmottiana ,2001,11,3,11/3/01
Ceratostigma willmottiana ,2001,11,10,11/10/01
Ceratostigma willmottiana ,2001,11,17,11/17/01
Ceratostigma willmottiana ,2001,11,24,11/24/01
Ceratostigma willmottiana ,2001,12,1,12/1/01
Ceratostigma willmottiana ,2002,6,22,6/22/02
Ceratostigma willmottiana ,2002,7,6,7/6/02
Ceratostigma willmottiana ,2002,7,20,7/20/02
Ceratostigma willmottiana ,2002,8,3,8/3/02
Ceratostigma willmottiana ,2002,8,17,8/17/02
Ceratostigma willmottiana ,2002,8,31,8/31/02
Ceratostigma willmottiana ,2002,9,21,9/21/02
Ceratostigma willmottiana ,2002,9,28,9/28/02
Ceratostigma willmottiana ,2002,10,12,10/12/02
Ceratostigma willmottiana ,2002,10,26,10/26/02
Ceratostigma willmottiana ,2002,11,2,11/2/02
Ceratostigma willmottiana ,2002,11,9,11/9/02
Ceratostigma willmottiana ,2002,11,16,11/16/02
Ceratostigma willmottiana ,2002,11,23,11/23/02
Ceratostigma willmottiana ,2002,12,7,12/7/02
Ceratostigma willmottiana ,2003,7,12,7/12/03
Ceratostigma willmottiana ,2003,8,2,8/2/03
Ceratostigma willmottiana ,2003,8,16,8/16/03
Ceratostigma willmottiana ,2003,8,30,8/30/03
Ceratostigma willmottiana ,2003,9,13,9/13/03
Ceratostigma willmottiana ,2003,9,27,9/27/03
Ceratostigma willmottiana ,2003,10,11,10/11/03
Ceratostigma willmottiana ,2003,10,25,10/25/03
Ceratostigma willmottiana ,2003,11,1,11/1/03
Ceratostigma willmottiana ,2003,11,8,11/8/03
Ceratostigma willmottiana ,2004,7,17,7/17/04
Ceratostigma willmottiana ,2004,7,31,7/31/04
Ceratostigma willmottiana ,2004,8,14,8/14/04
Ceratostigma willmottiana ,2004,8,28,8/28/04
Ceratostigma willmottiana ,2004,9,11,9/11/04
Ceratostigma willmottiana ,2004,9,25,9/25/04
Ceratostigma willmottiana ,2004,10,9,10/9/04
Ceratostigma willmottiana ,2004,10,23,10/23/04
Ceratostigma willmottiana ,2004,11,6,11/6/04
Ceratostigma willmottiana ,2004,11,20,11/20/04
Ceratostigma willmottiana ,2005,7,16,7/16/05
Ceratostigma willmottiana ,2005,7,30,7/30/05
Ceratostigma willmottiana ,2005,8,13,8/13/05
Ceratostigma willmottiana ,2005,8,27,8/27/05
Ceratostigma willmottiana ,2005,9,10,9/10/05
Ceratostigma willmottiana ,2005,9,24,9/24/05
Ceratostigma willmottiana ,2005,10,8,10/8/05
Ceratostigma willmottiana ,2005,10,22,10/22/05
Ceratostigma willmottiana ,2005,11,5,11/5/05
Ceratostigma willmottiana ,2006,7,22,7/22/06
Ceratostigma willmottiana ,2006,7,29,7/29/06
Ceratostigma willmottiana ,2006,8,12,8/12/06
Ceratostigma willmottiana ,2006,8,26,8/26/06
Ceratostigma willmottiana ,2006,9,9,9/9/06
Ceratostigma willmottiana ,2006,9,23,9/23/06
Ceratostigma willmottiana ,2006,10,28,10/28/06
Ceratostigma willmottiana ,2006,11,4,11/4/06
Ceratostigma willmottiana ,2006,11,11,11/11/06
Ceratostigma willmottiana ,2006,11,18,11/18/06
Ceratostigma willmottiana ,2006,11,25,11/25/06
Ceratostigma willmottiana ,2006,12,2,12/2/06
Ceratostigma willmottiana ,2007,6,30,6/30/07
Ceratostigma willmottiana ,2007,7,7,7/7/07
Ceratostigma willmottiana ,2007,7,21,7/21/07
Ceratostigma willmottiana ,2007,8,4,8/4/07
Ceratostigma willmottiana ,2007,8,18,8/18/07
Ceratostigma willmottiana ,2007,9,1,9/1/07
Ceratostigma willmottiana ,2007,9,22,9/22/07
Ceratostigma willmottiana ,2007,9,29,9/29/07
Ceratostigma willmottiana ,2007,10,13,10/13/07
Ceratostigma willmottiana ,2007,10,27,10/27/07
Ceratostigma willmottiana ,2007,11,3,11/3/07
Ceratostigma willmottiana ,2007,11,10,11/10/07
Ceratostigma willmottiana ,2007,11,17,11/17/07
Ceratostigma willmottiana ,2008,6,21,6/21/08
Ceratostigma willmottiana ,2008,7,5,7/5/08
Ceratostigma willmottiana ,2008,7,19,7/19/08
Ceratostigma willmottiana ,2008,8,2,8/2/08
Ceratostigma willmottiana ,2008,8,16,8/16/08
Ceratostigma willmottiana ,2008,8,30,8/30/08
Ceratostigma willmottiana ,2008,9,13,9/13/08
Ceratostigma willmottiana ,2008,9,27,9/27/08
Ceratostigma willmottiana ,2008,10,11,10/11/08
Ceratostigma willmottiana ,2008,10,25,10/25/08
Ceratostigma willmottiana ,2008,11,8,11/8/08
Ceratostigma willmottiana ,2009,7,4,7/4/09
Ceratostigma willmottiana ,2009,7,18,7/18/09
Ceratostigma willmottiana ,2009,8,1,8/1/09
Ceratostigma willmottiana ,2009,8,15,8/15/09
Ceratostigma willmottiana ,2009,8,29,8/29/09
Ceratostigma willmottiana ,2009,9,26,9/26/09
Ceratostigma willmottiana ,2009,10,10,10/10/09
Ceratostigma willmottiana ,2009,10,24,10/24/09
Ceratostigma willmottiana ,2009,11,7,11/7/09
Ceratostigma willmottiana ,2009,11,14,11/14/09
Ceratostigma willmottiana ,2010,7,31,7/31/10
Ceratostigma willmottiana ,2010,8,14,8/14/10
Ceratostigma willmottiana ,2010,8,28,8/28/10
Ceratostigma willmottiana ,2010,9,18,9/18/10
Ceratostigma willmottiana ,2010,9,25,9/25/10
Ceratostigma willmottiana ,2010,10,2,10/2/10
Ceratostigma willmottiana ,2010,10,9,10/9/10
Ceratostigma willmottiana ,2010,10,16,10/16/10
Ceratostigma willmottiana ,2010,10,23,10/23/10
Ceratostigma willmottiana ,2010,10,30,10/30/10
Ceratostigma willmottiana ,2010,11,6,11/6/10
Ceratostigma willmottiana ,2010,11,13,11/13/10
Ceratostigma willmottiana ,2011,7,2,7/2/11
Ceratostigma willmottiana ,2011,7,30,7/30/11
Ceratostigma willmottiana ,2011,8,13,8/13/11
Ceratostigma willmottiana ,2011,8,27,8/27/11
Ceratostigma willmottiana ,2011,9,10,9/10/11
Ceratostigma willmottiana ,2011,9,24,9/24/11
Ceratostigma willmottiana ,2011,10,8,10/8/11
Ceratostigma willmottiana ,2011,10,22,10/22/11
Ceratostigma willmottiana ,2011,10,29,10/29/11
Ceratostigma willmottiana ,2011,11,5,11/5/11
Ceratostigma willmottiana ,2011,11,12,11/12/11
Ceratostigma willmottiana ,2011,11,19,11/19/11
Ceratostigma willmottiana ,2011,11,26,11/26/11
Chionodoxa forbesii ,1985,4,6,4/6/85
Chionodoxa forbesii ,1985,4,13,4/13/85
Chionodoxa forbesii ,1986,4,5,4/5/86
Chionodoxa forbesii ,1986,4,19,4/19/86
Chionodoxa forbesii ,1986,4,26,4/26/86
Chionodoxa forbesii ,1987,4,4,4/4/87
Chionodoxa forbesii ,1987,4,11,4/11/87
Chionodoxa forbesii ,1987,4,18,4/18/87
Chionodoxa forbesii ,1988,3,26,3/26/88
Chionodoxa forbesii ,1988,4,2,4/2/88
Chionodoxa forbesii ,1988,4,9,4/9/88
Chionodoxa forbesii ,1988,4,16,4/16/88
Chionodoxa forbesii ,1989,3,18,3/18/89
Chionodoxa forbesii ,1989,3,25,3/25/89
Chionodoxa forbesii ,1989,4,1,4/1/89
Chionodoxa forbesii ,1989,4,8,4/8/89
Chionodoxa forbesii ,1990,3,10,3/10/90
Chionodoxa forbesii ,1990,3,17,3/17/90
Chionodoxa forbesii ,1990,3,24,3/24/90
Chionodoxa forbesii ,1990,3,30,3/30/90
Chionodoxa forbesii ,1991,3,16,3/16/91
Chionodoxa forbesii ,1991,3,23,3/23/91
Chionodoxa forbesii ,1991,3,30,3/30/91
Chionodoxa forbesii ,1991,4,6,4/6/91
Chionodoxa forbesii ,1992,3,21,3/21/92
Chionodoxa forbesii ,1992,3,28,3/28/92
Chionodoxa forbesii ,1992,4,4,4/4/92
Chionodoxa forbesii ,1992,4,11,4/11/92
Chionodoxa forbesii ,1992,4,18,4/18/92
Chionodoxa forbesii ,1993,3,13,3/13/93
Chionodoxa forbesii ,1993,3,20,3/20/93
Chionodoxa forbesii ,1993,3,27,3/27/93
Chionodoxa forbesii ,1993,4,3,4/3/93
Chionodoxa forbesii ,1993,4,10,4/10/93
Chionodoxa forbesii ,1994,3,12,3/12/94
Chionodoxa forbesii ,1994,3,19,3/19/94
Chionodoxa forbesii ,1994,3,26,3/26/94
Chionodoxa forbesii ,1994,4,2,4/2/94
Chionodoxa forbesii ,1995,3,18,3/18/95
Chionodoxa forbesii ,1995,3,25,3/25/95
Chionodoxa forbesii ,1995,4,1,4/1/95
Chionodoxa forbesii ,1995,4,8,4/8/95
Chionodoxa forbesii ,1995,4,15,4/15/95
Chionodoxa forbesii ,1995,4,22,4/22/95
Chionodoxa forbesii ,1996,3,24,3/24/96
Chionodoxa forbesii ,1996,3,30,3/30/96
Chionodoxa forbesii ,1996,4,6,4/6/96
Chionodoxa forbesii ,1996,4,13,4/13/96
Chionodoxa forbesii ,1996,4,20,4/20/96
Chionodoxa forbesii ,1997,3,15,3/15/97
Chionodoxa forbesii ,1997,3,22,3/22/97
Chionodoxa forbesii ,1997,3,29,3/29/97
Chionodoxa forbesii ,1998,3,14,3/14/98
Chionodoxa forbesii ,1998,3,21,3/21/98
Chionodoxa forbesii ,1998,3,28,3/28/98
Chionodoxa forbesii ,1998,4,4,4/4/98
Chionodoxa forbesii ,1999,2,27,2/27/99
Chionodoxa forbesii ,1999,3,6,3/6/99
Chionodoxa forbesii ,1999,3,13,3/13/99
Chionodoxa forbesii ,1999,3,20,3/20/99
Chionodoxa forbesii ,1999,3,27,3/27/99
Chionodoxa forbesii ,1999,4,3,4/3/99
Chionodoxa forbesii ,2000,3,11,3/11/00
Chionodoxa forbesii ,2000,3,18,3/18/00
Chionodoxa forbesii ,2000,3,25,3/25/00
Chionodoxa forbesii ,2000,4,1,4/1/00
Chionodoxa forbesii ,2000,4,8,4/8/00
Chionodoxa forbesii ,2000,4,21,4/21/00
Chionodoxa forbesii ,2001,3,24,3/24/01
Chionodoxa forbesii ,2001,3,31,3/31/01
Chionodoxa forbesii ,2001,4,7,4/7/01
Chionodoxa forbesii ,2002,3,16,3/16/02
Chionodoxa forbesii ,2002,3,23,3/23/02
Chionodoxa forbesii ,2002,3,30,3/30/02
Chionodoxa forbesii ,2002,4,6,4/6/02
Chionodoxa forbesii ,2002,4,13,4/13/02
Chionodoxa forbesii ,2003,3,22,3/22/03
Chionodoxa forbesii ,2003,3,29,3/29/03
Chionodoxa forbesii ,2003,4,5,4/5/03
Chionodoxa forbesii ,2004,3,20,3/20/04
Chionodoxa forbesii ,2004,3,27,3/27/04
Chionodoxa forbesii ,2004,4,10,4/10/04
Chionodoxa forbesii ,2005,3,26,3/26/05
Chionodoxa forbesii ,2005,4,2,4/2/05
Chionodoxa forbesii ,2005,4,9,4/9/05
Chionodoxa forbesii ,2006,4,1,4/1/06
Chionodoxa forbesii ,2006,4,8,4/8/06
Chionodoxa forbesii ,2007,3,17,3/17/07
Chionodoxa forbesii ,2007,3,24,3/24/07
Chionodoxa forbesii ,2007,3,31,3/31/07
Chionodoxa forbesii ,2007,4,7,4/7/07
Chionodoxa forbesii ,2008,3,15,3/15/08
Chionodoxa forbesii ,2008,3,22,3/22/08
Chionodoxa forbesii ,2008,3,29,3/29/08
Chionodoxa forbesii ,2009,3,21,3/21/09
Chionodoxa forbesii ,2009,3,28,3/28/09
Chionodoxa forbesii ,2010,3,27,3/27/10
Chionodoxa forbesii ,2010,4,3,4/3/10
Chionodoxa forbesii ,2010,4,10,4/10/10
Chionodoxa forbesii ,2011,3,12,3/12/11
Chionodoxa forbesii ,2011,3,19,3/19/11
Chionodoxa forbesii ,2011,3,26,3/26/11
Chionodoxa sardensis ,1994,3,5,3/5/94
Chionodoxa sardensis ,1994,3,12,3/12/94
Chionodoxa sardensis ,1994,3,19,3/19/94
Chionodoxa sardensis ,1994,3,26,3/26/94
Chionodoxa sardensis ,1994,4,2,4/2/94
Chionodoxa sardensis ,1994,4,9,4/9/94
Chionodoxa sardensis ,1994,4,16,4/16/94
Chionodoxa sardensis ,1994,4,23,4/23/94
Chionodoxa sardensis ,1995,3,11,3/11/95
Chionodoxa sardensis ,1995,3,18,3/18/95
Chionodoxa sardensis ,1995,3,25,3/25/95
Chionodoxa sardensis ,1995,4,1,4/1/95
Chionodoxa sardensis ,1995,4,8,4/8/95
Chionodoxa sardensis ,1995,4,15,4/15/95
Chionodoxa sardensis ,1996,3,24,3/24/96
Chionodoxa sardensis ,1996,3,30,3/30/96
Chionodoxa sardensis ,1996,4,6,4/6/96
Chionodoxa sardensis ,1996,4,13,4/13/96
Chionodoxa sardensis ,1996,4,20,4/20/96
Chionodoxa sardensis ,1997,3,1,3/1/97
Chionodoxa sardensis ,1997,3,8,3/8/97
Chionodoxa sardensis ,1997,3,15,3/15/97
Chionodoxa sardensis ,1997,3,22,3/22/97
Chionodoxa sardensis ,1997,3,29,3/29/97
Chionodoxa sardensis ,1998,3,14,3/14/98
Chionodoxa sardensis ,1998,3,21,3/21/98
Chionodoxa sardensis ,1998,3,28,3/28/98
Chionodoxa sardensis ,1998,4,11,4/11/98
Chionodoxa sardensis ,1998,4,18,4/18/98
Chionodoxa sardensis ,1999,3,20,3/20/99
Chionodoxa sardensis ,1999,3,27,3/27/99
Chionodoxa sardensis ,1999,4,3,4/3/99
Chionodoxa sardensis ,2000,2,26,2/26/00
Chionodoxa sardensis ,2000,3,4,3/4/00
Chionodoxa sardensis ,2000,3,11,3/11/00
Chionodoxa sardensis ,2000,3,18,3/18/00
Chionodoxa sardensis ,2000,3,25,3/25/00
Chionodoxa sardensis ,2000,4,1,4/1/00
Chionodoxa sardensis ,2001,3,17,3/17/01
Chionodoxa sardensis ,2001,3,31,3/31/01
Chionodoxa sardensis ,2001,4,7,4/7/01
Chionodoxa sardensis ,2002,3,2,3/2/02
Chionodoxa sardensis ,2002,3,9,3/9/02
Chionodoxa sardensis ,2002,3,16,3/16/02
Chionodoxa sardensis ,2002,3,23,3/23/02
Chionodoxa sardensis ,2002,3,30,3/30/02
Chionodoxa sardensis ,2002,4,6,4/6/02
Chionodoxa sardensis ,2002,4,13,4/13/02
Chionodoxa sardensis ,2003,3,15,3/15/03
Chionodoxa sardensis ,2003,3,22,3/22/03
Chionodoxa sardensis ,2003,3,29,3/29/03
Chionodoxa sardensis ,2004,2,28,2/28/04
Chionodoxa sardensis ,2004,3,6,3/6/04
Chionodoxa sardensis ,2004,3,13,3/13/04
Chionodoxa sardensis ,2004,3,27,3/27/04
Chionodoxa sardensis ,2005,3,12,3/12/05
Chionodoxa sardensis ,2005,3,26,3/26/05
Chionodoxa sardensis ,2005,4,2,4/2/05
Chionodoxa sardensis ,2006,3,18,3/18/06
Chionodoxa sardensis ,2006,3,25,3/25/06
Chionodoxa sardensis ,2006,4,8,4/8/06
Chionodoxa sardensis ,2007,3,17,3/17/07
Chionodoxa sardensis ,2007,3,24,3/24/07
Chionodoxa sardensis ,2007,4,7,4/7/07
Chionodoxa sardensis ,2007,4,14,4/14/07
Chionodoxa sardensis ,2008,3,1,3/1/08
Chionodoxa sardensis ,2008,3,8,3/8/08
Chionodoxa sardensis ,2008,3,15,3/15/08
Chionodoxa sardensis ,2008,3,22,3/22/08
Chionodoxa sardensis ,2008,3,29,3/29/08
Chionodoxa sardensis ,2009,3,7,3/7/09
Chionodoxa sardensis ,2009,3,14,3/14/09
Chionodoxa sardensis ,2009,3,21,3/21/09
Chionodoxa sardensis ,2009,3,28,3/28/09
Chionodoxa sardensis ,2009,4,4,4/4/09
Chionodoxa sardensis ,2010,3,20,3/20/10
Chionodoxa sardensis ,2010,3,27,3/27/10
Chionodoxa sardensis ,2010,4,3,4/3/10
Chionodoxa sardensis ,2010,4,10,4/10/10
Chionodoxa sardensis ,2011,3,12,3/12/11
Chionodoxa sardensis ,2011,3,19,3/19/11
Chionodoxa sardensis ,2011,3,26,3/26/11
Chrysanthemum maximum ,1988,7,16,7/16/88
Chrysanthemum maximum ,1988,7,23,7/23/88
Chrysanthemum maximum ,1988,7,30,7/30/88
Chrysanthemum maximum ,1988,8,6,8/6/88
Chrysanthemum maximum ,1988,8,13,8/13/88
Chrysanthemum maximum ,1988,8,20,8/20/88
Chrysanthemum maximum ,1988,8,27,8/27/88
Chrysanthemum maximum ,1988,9,3,9/3/88
Chrysanthemum maximum ,1988,9,10,9/10/88
Chrysanthemum maximum ,1988,9,17,9/17/88
Chrysanthemum maximum ,1988,10,1,10/1/88
Chrysanthemum maximum ,1989,7,22,7/22/89
Chrysanthemum maximum ,1989,7,29,7/29/89
Chrysanthemum maximum ,1989,8,5,8/5/89
Chrysanthemum maximum ,1989,8,12,8/12/89
Chrysanthemum maximum ,1989,8,19,8/19/89
Chrysanthemum maximum ,1990,7,21,7/21/90
Chrysanthemum maximum ,1990,7,28,7/28/90
Chrysanthemum maximum ,1990,8,4,8/4/90
Chrysanthemum maximum ,1990,8,11,8/11/90
Chrysanthemum maximum ,1990,8,18,8/18/90
Chrysanthemum maximum ,1990,8,25,8/25/90
Chrysanthemum maximum ,1991,7,27,7/27/91
Chrysanthemum maximum ,1991,8,3,8/3/91
Chrysanthemum maximum ,1991,8,10,8/10/91
Chrysanthemum maximum ,1991,8,17,8/17/91
Chrysanthemum maximum ,1991,8,24,8/24/91
Chrysanthemum maximum ,1991,8,31,8/31/91
Chrysanthemum maximum ,1991,9,7,9/7/91
Chrysanthemum maximum ,1991,9,14,9/14/91
Chrysanthemum maximum ,1992,7,18,7/18/92
Chrysanthemum maximum ,1992,7,25,7/25/92
Chrysanthemum maximum ,1992,8,1,8/1/92
Chrysanthemum maximum ,1992,8,8,8/8/92
Chrysanthemum maximum ,1992,8,15,8/15/92
Chrysanthemum maximum ,1992,8,22,8/22/92
Chrysanthemum maximum ,1992,8,29,8/29/92
Chrysanthemum maximum ,1992,9,5,9/5/92
Chrysanthemum maximum ,1992,9,12,9/12/92
Chrysanthemum maximum ,1992,9,19,9/19/92
Chrysanthemum maximum ,1992,9,26,9/26/92
Chrysanthemum maximum ,1992,10,17,10/17/92
Chrysanthemum maximum ,1993,7,24,7/24/93
Chrysanthemum maximum ,1993,7,31,7/31/93
Chrysanthemum maximum ,1993,8,7,8/7/93
Chrysanthemum maximum ,1993,8,14,8/14/93
Chrysanthemum maximum ,1993,8,21,8/21/93
Chrysanthemum maximum ,1993,8,28,8/28/93
Chrysanthemum maximum ,1993,9,4,9/4/93
Chrysanthemum maximum ,1993,9,11,9/11/93
Chrysanthemum maximum ,1993,9,18,9/18/93
Chrysanthemum maximum ,1993,9,25,9/25/93
Chrysanthemum maximum ,1993,10,2,10/2/93
Chrysanthemum maximum ,1993,10,9,10/9/93
Chrysanthemum maximum ,1994,7,23,7/23/94
Chrysanthemum maximum ,1994,7,30,7/30/94
Chrysanthemum maximum ,1994,8,6,8/6/94
Chrysanthemum maximum ,1994,8,13,8/13/94
Chrysanthemum maximum ,1994,8,20,8/20/94
Chrysanthemum maximum ,1994,8,27,8/27/94
Chrysanthemum maximum ,1994,9,3,9/3/94
Chrysanthemum maximum ,1994,10,8,10/8/94
Chrysanthemum maximum ,1994,10,15,10/15/94
Chrysanthemum maximum ,1995,7,15,7/15/95
Chrysanthemum maximum ,1995,7,22,7/22/95
Chrysanthemum maximum ,1995,7,29,7/29/95
Chrysanthemum maximum ,1995,8,5,8/5/95
Chrysanthemum maximum ,1995,8,12,8/12/95
Chrysanthemum maximum ,1995,8,19,8/19/95
Chrysanthemum maximum ,1995,8,26,8/26/95
Chrysanthemum maximum ,1995,9,2,9/2/95
Chrysanthemum maximum ,1995,9,9,9/9/95
Chrysanthemum maximum ,1995,10,28,10/28/95
Chrysanthemum maximum ,1995,11,4,11/4/95
Chrysanthemum maximum ,1995,11,11,11/11/95
Chrysanthemum maximum ,1995,11,18,11/18/95
Chrysanthemum maximum ,1995,11,25,11/25/95
Chrysanthemum maximum ,1995,12,2,12/2/95
Chrysanthemum maximum ,1995,12,9,12/9/95
Chrysanthemum maximum ,1995,12,16,12/16/95
Chrysanthemum maximum ,1995,12,23,12/23/95
Chrysanthemum maximum ,1996,8,10,8/10/96
Chrysanthemum maximum ,1996,8,17,8/17/96
Chrysanthemum maximum ,1996,8,24,8/24/96
Chrysanthemum maximum ,1996,8,31,8/31/96
Chrysanthemum maximum ,1996,9,7,9/7/96
Chrysanthemum maximum ,1996,9,14,9/14/96
Chrysanthemum maximum ,1996,9,21,9/21/96
Chrysanthemum maximum ,1996,10,12,10/12/96
Chrysanthemum maximum ,1996,10,19,10/19/96
Chrysanthemum maximum ,1996,10,26,10/26/96
Chrysanthemum maximum ,1996,11,2,11/2/96
Chrysanthemum maximum ,1996,11,9,11/9/96
Chrysanthemum maximum ,1996,11,16,11/16/96
Chrysanthemum maximum ,1996,11,23,11/23/96
Chrysanthemum maximum ,1996,11,30,11/30/96
Chrysanthemum maximum ,1996,12,7,12/7/96
Chrysanthemum maximum ,1996,12,14,12/14/96
Chrysanthemum maximum ,1997,2,15,2/15/97
Chrysanthemum maximum ,1997,2,22,2/22/97
Chrysanthemum maximum ,1997,3,1,3/1/97
Chrysanthemum maximum ,1997,3,8,3/8/97
Chrysanthemum maximum ,1997,3,15,3/15/97
Chrysanthemum maximum ,1997,3,22,3/22/97
Chrysanthemum maximum ,1997,3,29,3/29/97
Chrysanthemum maximum ,1997,7,12,7/12/97
Chrysanthemum maximum ,1997,7,19,7/19/97
Chrysanthemum maximum ,1997,7,26,7/26/97
Chrysanthemum maximum ,1997,8,2,8/2/97
Chrysanthemum maximum ,1997,8,9,8/9/97
Chrysanthemum maximum ,1997,8,16,8/16/97
Chrysanthemum maximum ,1997,8,23,8/23/97
Chrysanthemum maximum ,1997,8,30,8/30/97
Chrysanthemum maximum ,1998,7,18,7/18/98
Chrysanthemum maximum ,1998,7,25,7/25/98
Chrysanthemum maximum ,1998,8,8,8/8/98
Chrysanthemum maximum ,1998,8,22,8/22/98
Chrysanthemum maximum ,1998,9,5,9/5/98
Chrysanthemum maximum ,1998,9,12,9/12/98
Chrysanthemum maximum ,1998,9,26,9/26/98
Chrysanthemum maximum ,1999,7,17,7/17/99
Chrysanthemum maximum ,1999,7,24,7/24/99
Chrysanthemum maximum ,1999,8,7,8/7/99
Chrysanthemum maximum ,1999,8,21,8/21/99
Chrysanthemum maximum ,2000,7,15,7/15/00
Chrysanthemum maximum ,2000,7,22,7/22/00
Chrysanthemum maximum ,2000,8,5,8/5/00
Chrysanthemum maximum ,2000,8,19,8/19/00
Chrysanthemum maximum ,2000,9,2,9/2/00
Chrysanthemum maximum ,2001,7,21,7/21/01
Chrysanthemum maximum ,2001,8,4,8/4/01
Chrysanthemum maximum ,2001,8,18,8/18/01
Chrysanthemum maximum ,2002,7,13,7/13/02
Chrysanthemum maximum ,2002,7,20,7/20/02
Chrysanthemum maximum ,2002,8,3,8/3/02
Chrysanthemum maximum ,2002,8,17,8/17/02
Chrysanthemum maximum ,2002,8,31,8/31/02
Chrysanthemum maximum ,2002,9,21,9/21/02
Chrysanthemum maximum ,2003,7,12,7/12/03
Chrysanthemum maximum ,2003,8,2,8/2/03
Chrysanthemum maximum ,2003,8,16,8/16/03
Chrysanthemum maximum ,2004,7,17,7/17/04
Chrysanthemum maximum ,2004,7,31,7/31/04
Chrysanthemum maximum ,2004,8,14,8/14/04
Chrysanthemum maximum ,2004,8,28,8/28/04
Chrysanthemum maximum ,2004,9,25,9/25/04
Chrysanthemum maximum ,2005,7,9,7/9/05
Chrysanthemum maximum ,2005,7,16,7/16/05
Chrysanthemum maximum ,2005,7,30,7/30/05
Chrysanthemum maximum ,2005,8,13,8/13/05
Chrysanthemum maximum ,2005,8,27,8/27/05
Chrysanthemum maximum ,2005,9,10,9/10/05
Chrysanthemum maximum ,2006,7,15,7/15/06
Chrysanthemum maximum ,2006,7,29,7/29/06
Chrysanthemum maximum ,2006,8,12,8/12/06
Chrysanthemum maximum ,2007,7,7,7/7/07
Chrysanthemum maximum ,2007,7,21,7/21/07
Chrysanthemum maximum ,2007,8,4,8/4/07
Chrysanthemum maximum ,2007,8,18,8/18/07
Chrysanthemum maximum ,2007,9,1,9/1/07
Chrysanthemum maximum ,2008,7,5,7/5/08
Chrysanthemum maximum ,2008,7,19,7/19/08
Chrysanthemum maximum ,2008,8,2,8/2/08
Chrysanthemum maximum ,2008,8,16,8/16/08
Chrysanthemum maximum ,2009,7,18,7/18/09
Chrysanthemum sp. bronze,1986,11,8,11/8/86
Chrysanthemum sp. bronze,1986,11,15,11/15/86
Chrysanthemum sp. bronze,1986,11,22,11/22/86
Chrysanthemum sp. bronze,1986,11,29,11/29/86
Chrysanthemum sp. bronze,1986,12,6,12/6/86
Chrysanthemum sp. bronze,1986,12,13,12/13/86
Chrysanthemum sp. bronze,1986,12,20,12/20/86
